sid,record_found_yn,enrollment_begin,enrollment_end,college_code_branch,college_name,college_state,yr2_yr4,public_private,enrollment_status,graduated,graduation_date,college_sequence,degree_title,major
7472,"N",,,"","","","","","","N",,,"",""
7475,"N",,,"","","","","","","N",,,"",""
7478,"Y",20100119,20100511,"545243-00","UNIVERSITY OF C","TX","4-year","Private","F","N",,1,"",""
7478,"Y",20090818,20091209,"545243-00","UNIVERSITY OF C","TX","4-year","Private","F","N",,1,"",""
7480,"Y",20090829,20091215,"144614-00","XYZ COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
7480,"Y",20100109,20100503,"144614-00","XYZ COMMUNITY COLLEGE","IL","2-year","Public","H","N",,1,"",""
7484,"Y",20090822,20091217,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
7484,"Y",20100116,20100512,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
7486,"Y",20100111,20100510,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
7486,"Y",20090822,20091215,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
7487,"Y",20090110,20090505,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","L","N",,1,"",""
7487,"Y",20080830,20081216,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
7488,"Y",20090822,20091217,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
7488,"Y",20100116,20100512,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
7495,"N",,,"","","","","","","N",,,"",""
7505,"Y",20090818,20091209,"768494-00","ABC COMMUNITY COLLEGE","MA","2-year","Public","L","N",,1,"",""
7505,"Y",20090113,20090506,"768494-00","ABC COMMUNITY COLLEGE","MA","2-year","Public","L","N",,1,"",""
7514,"Y",20090824,20091216,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
7514,"Y",20100117,20100511,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
7515,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
7526,"Y",20100123,20100511,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7526,"Y",20090912,20091220,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7527,"N",,,"","","","","","","N",,,"",""
7532,"Y",20080830,20081216,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","H","N",,1,"",""
7535,"Y",20100109,20100503,"19757-00","COMMUNITY COLLEGE 500","FL","2-year","Public","H","N",,1,"",""
7535,"Y",20090829,20091215,"19757-00","COMMUNITY COLLEGE 500","FL","2-year","Public","F","N",,1,"",""
7536,"Y",20090523,20090814,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","L","N",,2,"",""
7536,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
7536,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
7536,"Y",20090117,20090514,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
7536,"Y",20080823,20081218,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
7540,"Y",20100109,20100503,"362660-00","COMMUNITY COLLEGE 1","CA","2-year","Public","L","N",,1,"",""
7546,"N",,,"","","","","","","N",,,"",""
7550,"Y",20090523,20090814,"362660-00","COMMUNITY COLLEGE 1","CA","2-year","Public","L","N",,2,"",""
7550,"Y",20080819,20081210,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
7550,"Y",20100119,20100511,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
7550,"Y",20090818,20091209,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
7550,"Y",20090113,20090506,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
7554,"N",,,"","","","","","","N",,,"",""
7558,"N",,,"","","","","","","N",,,"",""
7563,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
7563,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
7575,"Y",20090117,20090514,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
7575,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
7575,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
7593,"Y",20080830,20081216,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
7593,"Y",20090829,20091101,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","W","N",,1,"",""
7593,"Y",20090110,20090505,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","L","N",,1,"",""
7598,"Y",20090117,20090514,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
7598,"Y",20090822,20091217,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
7598,"Y",20080823,20081218,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
7600,"Y",20090118,20090513,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
7600,"Y",20090822,20091216,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
7600,"Y",20100117,20100511,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
7600,"Y",20080823,20081217,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
7605,"Y",20080823,20081218,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
7605,"Y",20090822,20091217,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
7605,"Y",20090606,20090730,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","H","N",,1,"",""
7605,"Y",20090117,20090514,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
7610,"Y",20090117,20090514,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,2,"",""
7610,"Y",20090829,20091215,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","L","N",,1,"",""
7610,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,2,"",""
7610,"Y",20080524,20080723,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","W","N",,1,"",""
7610,"Y",20090523,20090814,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","H","N",,1,"",""
7610,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,2,"",""
7610,"Y",20080823,20081218,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,2,"",""
7629,"Y",20100117,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7629,"Y",20080907,20081222,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7629,"Y",20090118,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7629,"Y",20090906,20091222,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7639,"Y",20090829,20091215,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","L","N",,1,"",""
7639,"Y",20090110,20090505,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","H","N",,1,"",""
7642,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7642,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7642,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7642,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7644,"Y",20080830,20081216,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
7644,"Y",20090110,20090505,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","H","N",,1,"",""
7649,"Y",20100116,20100512,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
7649,"Y",20090822,20091217,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
7652,"N",,,"","","","","","","N",,,"",""
7657,"N",,,"","","","","","","N",,,"",""
7658,"Y",20080823,20081220,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
7662,"Y",20090822,20091217,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
7662,"Y",20100116,20100512,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
7662,"Y",20080823,20081218,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
7662,"Y",20090117,20090514,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
7663,"Y",20080823,20081218,"559548-00","COLLEGE OF ABC","MA","4-year","Private","F","N",,1,"",""
7663,"Y",20090117,20090514,"559548-00","COLLEGE OF ABC","MA","4-year","Private","F","N",,1,"",""
7663,"Y",20100116,20100512,"559548-00","COLLEGE OF ABC","MA","4-year","Private","F","N",,1,"",""
7663,"Y",20090822,20091217,"559548-00","COLLEGE OF ABC","MA","4-year","Private","F","N",,1,"",""
7664,"N",,,"","","","","","","N",,,"",""
7671,"N",,,"","","","","","","N",,,"",""
7676,"Y",20090818,20091209,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7676,"Y",20080819,20081210,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7676,"Y",20090113,20090506,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7676,"Y",20100119,20100511,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7678,"N",,,"","","","","","","N",,,"",""
7680,"Y",20100103,20100419,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
7680,"Y",20080830,20081210,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
7680,"Y",20090829,20091209,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
7680,"Y",20090110,20090428,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
7680,"Y",20090504,20090525,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
7691,"Y",20100109,20100503,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
7691,"Y",20090829,20091215,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
7697,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7697,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7705,"Y",20100109,20100503,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
7705,"Y",20090829,20091215,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
7707,"N",,,"","","","","","","N",,,"",""
7716,"Y",20090818,20091209,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
7716,"Y",20100119,20100511,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
7722,"Y",20080818,20081210,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
7722,"Y",20090824,20091216,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
7722,"Y",20100117,20100511,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
7722,"Y",20090118,20090513,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
7723,"Y",20100119,20100511,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
7723,"Y",20090818,20091209,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
7731,"Y",20080524,20080815,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","H","N",,1,"",""
7731,"Y",20100109,20100503,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","L","N",,1,"",""
7731,"Y",20100116,20100512,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,2,"",""
7731,"Y",20080823,20081218,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,2,"",""
7731,"Y",20090822,20091217,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,2,"",""
7731,"Y",20090117,20090514,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,2,"",""
7732,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
7732,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
7739,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7739,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7741,"Y",20090829,20091215,"27037-00","HKL COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
7741,"Y",20100109,20100503,"27037-00","HKL COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
7746,"Y",20090822,20091217,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
7746,"Y",20100116,20100512,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
7746,"Y",20080823,20081218,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
7746,"Y",20090117,20090514,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
7752,"Y",20100119,20100515,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,2,"",""
7752,"Y",20090818,20090902,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","W","N",,1,"",""
7752,"Y",20090825,20091214,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,2,"",""
7758,"Y",20100116,20100512,"559548-00","COLLEGE OF ABC","MA","4-year","Private","F","N",,1,"",""
7758,"Y",20090822,20091217,"559548-00","COLLEGE OF ABC","MA","4-year","Private","F","N",,1,"",""
7765,"Y",20100109,20100307,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","W","N",,1,"",""
7765,"Y",20090523,20090814,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
7765,"Y",20080830,20081216,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
7765,"Y",20090110,20090505,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
7765,"Y",20090829,20091215,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
7780,"Y",20090117,20090514,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
7780,"Y",20080823,20081218,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
7780,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
7781,"Y",20090825,20091214,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7781,"Y",20080826,20081215,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7781,"Y",20090112,20090510,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7781,"Y",20100119,20100515,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
7782,"Y",20080823,20081218,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
7782,"Y",20100116,20100512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
7782,"Y",20090117,20090514,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
7783,"Y",20090829,20091215,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
7801,"N",,,"","","","","","","N",,,"",""
7806,"N",,,"","","","","","","N",,,"",""
7811,"Y",20090822,20091217,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
7811,"Y",20100116,20100512,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
7813,"Y",20090419,20090723,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,2,"",""
7813,"Y",20090726,20090903,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","L","N",,2,"",""
7813,"Y",20080830,20081216,"24548-00","COMMUNITY COLLEGE 100","FL","2-year","Public","F","N",,1,"",""
7813,"Y",20090912,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,2,"",""
7814,"Y",20080818,20081210,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
7814,"Y",20090606,20090729,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","H","N",,1,"",""
7814,"Y",20090824,20091216,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
7814,"Y",20090118,20090513,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
7814,"Y",20100117,20100511,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
7817,"Y",20090111,20090507,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
7817,"Y",20100109,20100505,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
7817,"Y",20090822,20091217,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
7817,"Y",20080824,20081218,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
7819,"Y",20090110,20090505,"642398-00","COMMUNITY COLLEGE 6","CA","2-year","Public","H","N",,1,"",""
7819,"Y",20090523,20090526,"642398-00","COMMUNITY COLLEGE 6","CA","2-year","Public","W","N",,1,"",""
7819,"Y",20080830,20081216,"642398-00","COMMUNITY COLLEGE 6","CA","2-year","Public","F","N",,1,"",""
7819,"Y",20100109,20100503,"642398-00","COMMUNITY COLLEGE 6","CA","2-year","Public","F","N",,1,"",""
7819,"Y",20090829,20091215,"642398-00","COMMUNITY COLLEGE 6","CA","2-year","Public","F","N",,1,"",""
7822,"Y",20090822,20091216,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
7822,"Y",20100116,20100512,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","H","N",,2,"",""
7823,"Y",20090822,20091217,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
7823,"Y",20100116,20100512,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
7828,"Y",20090901,20091027,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","W","N",,1,"",""
7828,"Y",20080902,20081218,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","H","N",,1,"",""
7829,"N",,,"","","","","","","N",,,"",""
7835,"Y",20090110,20090505,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
7835,"Y",20080830,20081216,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
7835,"Y",20100116,20100512,"681823-00","COLLEGE OF DEFGH","IL","4-year","Private","F","N",,2,"",""
7835,"Y",20090829,20091215,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
7848,"Y",20090117,20090514,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
7848,"Y",20080823,20081218,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
7848,"Y",20090822,20091217,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
7848,"Y",20100116,20100512,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
7855,"Y",20100109,20100503,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
7855,"Y",20090523,20090814,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","H","N",,1,"",""
7855,"Y",20080830,20081216,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
7855,"Y",20090110,20090505,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","L","N",,1,"",""
7855,"Y",20090829,20091215,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","H","N",,1,"",""
7863,"Y",20100109,20100503,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","F","N",,1,"",""
7863,"Y",20080830,20081216,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","F","N",,1,"",""
7863,"Y",20090523,20090814,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","H","N",,1,"",""
7863,"Y",20090110,20090505,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","H","N",,1,"",""
7863,"Y",20090829,20091215,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","H","N",,1,"",""
7866,"N",,,"","","","","","","N",,,"",""
7871,"Y",20090829,20091215,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","H","N",,2,"",""
7871,"Y",20080901,20081217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
7871,"Y",20100109,20100504,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
7871,"Y",20090110,20090506,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
7877,"Y",20100109,20100503,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","H","N",,2,"",""
7877,"Y",20080823,20081218,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
7882,"Y",20090822,20091217,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
7882,"Y",20100116,20100512,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
7889,"N",,,"","","","","","","N",,,"",""
7890,"Y",20080830,20081216,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","F","N",,1,"",""
7893,"N",,,"","","","","","","N",,,"",""
7898,"Y",20100116,20100512,"681823-00","COLLEGE OF DEFGH","IL","4-year","Private","F","N",,1,"",""
